Nama Kampus,Sinta score
STAI Grobogan Jawa Tengah,64
Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Asahan,64
Sekolah Tinggi Agama Islam Hidayatut Thullab Kediri,64
Akademi Maritim Pembangunan Jakarta,64
Sekolah Tinggi Teologi Injili Indonesia Jakarta,63
Sekolah Tinggi Ilmu Ekonomi Yapi Bone,63
"STAI YPK Imam Bonjol Padang Panjang, Sumatera Barat",63
"STIT Al-Falah Rimbo Bujang, Tebo, Jambi",63
STIKES AL-Islam Yogyakarta,63
STAI Ar-Rosyid Surabaya,63
Sekolah Tinggi Ilmu Ekonomi Tunas Nusantara,63
Politeknik Sains Seni Rekakreasi,63
"STIT Jembrana Kab. Jembrana, Bali",63
Akademi Kebidanan Manna,63
Sekolah Tinggi Ilmu Kesejahteraan Sosial Manado,63
"STIT Darul Ulum Kotabaru, Kalimantan Selatan",62
Akademi Komunikasi SAE Indonesia,62
Sekolah Tinggi Teologi Happy Family,62
"STAI YPI Al-Ikhlas Painan, Pesisir Selatan, Sumatera Barat",62
Disable -- Sekolah Tinggi Ilmu Ekonomi Insan Pembangunan,62
"STAI Al-Hikmah Medan, Sumatera Utara",62
Sekolah Tinggi Ilmu Tarbiyah Islamic Village Tangerang,62
STIT Al-Ishlah Bondowoso,62
STIT Insan Kamil Bogor Jawa Barat,62
Disable -- STKIP Bumi Persada Lhokseumawe,62
Disable -- STKIP Bumi Persada Lhokseumawe,62
STMIK Citra Mandiri Padangsidimpuan,62
Sekolah Tinggi Agama Islam Mambaul Ulum Jambi,61
Sekolah Tinggi Ilmu Syariah Darusy Syafa'ah Lampung Tengah,61
Sekolah Tinggi Ilmu Ekonomi IGI,61
Institut Nasional Flores,61
Politeknik Ilmu Pelayaran Balikpapan,61
STAI Darunnajah Bogor,61
--disable--STAI An-Nawawi Purworejo,61
Institut Sains dan Teknologi Esa Trinita,61
STT INJILI ARASTAMAR NIAS SELATAN,61
Akademi Farmasi Bhumi Husada,60
STIE Widyaswara Indonesia,60
Institut Islam Muaro Jambi,60
Sekolah Tinggi Teologi Ekklesia Pontianak,60
Perhimpunan Mikrobiologi Indonesia,60
STKIP Ita Wotu Nusa,60
Prodia Education and Research Institute,60
SEAMEO BIOTROP,60
Politeknik Istikom Bina Citra Informatika,60
Lembaga Kajian Demokrasi dan Pemberdayaan Masyarakat (LKD-PM),60
STAI Wakatobi Sulawesi Tenggara,60
Sekolah Tinggi Teologi Bethel Ambon,60
Akademi Komunitas Semen Indonesia Rembang,60
Asosiasi Perguruan Tinggi Swasta Indonesia (APTISI),60
STT Indonesia Manado,60
Institut Teknologi Perikanan Nusantara Ende,60
Belitung Raya Foundation,60
Ikatan Ahli Kesehatan Masyarakat (IAKMI) Pengurus Daerah Sulawesi Tenggara,60
Ikatan Dokter Indonesia,60
Balai Bahasa Jawa Tengah,60
Indonesian Mathematical Society (IndoMS),60
Indonesian Ornithology,60
Indonesian Society for Knowledge and Human Development (Insight),60
Indonesian Society of Critical Care Medicine,60
Komunitas Ilmuwan dan Profesional Muslim Indonesia (KIPMI) Yogyakarta,60
Komunitas Manajemen Kompetitif,60
Akademi Kebidanan Cianjur,60
Sekolah Tinggi Arsitektur YKPN Yogyakarta,60
STISIP Silas Papare Jayapura,59
"STIT Muhammadiyah Sibolga, Tapanuli Tengah, Sumatera Utara",58
Akademi Pendidikan Kesehatan Talitakum,58
STIMIK Tunas Bangsa Banjarnegara,58
AMIK Selat Panjang,57
"STAI UISU, Pematang Siantar, Sumatera Utara",57
Sekolah Tinggi Teologi Diakonos,57
STAI Bahriyatul Ulum Pandan,57
Sekolah Tinggi Agama Islam Minhaajurroosyidiin,57
"STIT Muhammadiyah Tanjung Redep, Berau, Kalimantan Timur",57
Akademi Teknologi Bogor,57
STKIP Widyaswara Indonesia,57
Sekolah Tinggi Agama Islam Ahmad Sibawayhie,57
Sekolah Tinggi Ilmu Kesehatan Pamentas,57
Akademi Kesejahteraan Sosial Ibu Kartini,57
Sekolah Tinggi Ilmu Al-Qur'an Dan Sains Al-Ishlah Lamongan Jawa Timur,56
Sekolah Tinggi Ilmu Ekonomi Yapis Merauke,56
Politeknik Gunakarya Indonesia Bekasi,56
Sekolah Tinggi Ilmu Ekonomi Ottow & Geissler Serui,56
Sekolah Tinggi Ilmu Tarbiyah Ihsanul Fikri Pabelan,55
Sekolah Tinggi Agama Islam Muafi Sampang,55
STIT YPI Lahat,55
Disable -- Sekolah Tinggi Ilmu Ekonomi La Tansa Mashiro,55
Institut Agama Islam Qomaruddin Gresik,55
Sekolah Tinggi Ilmu Syariah (STIS) Darul Falah Bondowoso,55
Sekolah Tinggi Pendidikan Holistik Berbasis Karakter,55
STK Touye Paapaa Deiyai Keuskupan Timika,55
"STAI YAPNAS Jeneponto, Sulawesi Selatan",55
Sekolah Tinggi Ilmu Komunikasi Pembangunan,55
Sekolah Tinggi Agama Buddha Syailendra,54
Sekolah Tinggi Ilmu Tarbiyah Al-Amin,54
STK Touye Paapaa Deiyai Keuskupan Timika,55
Sekolah Tinggi Ilmu Komunikasi Pembangunan,55
Sekolah Tinggi Agama Islam Muafi Sampang,54
Sekolah Tinggi Agama Buddha Syailendra,54
Sekolah Tinggi Ilmu Tarbiyah Al-Amin,54
STMIK Amikom Purwokerto,54
STAI Nahdlatul Ulama (STAINU) Malang,54
STEI Bina Cipta Madani,54
Sekolah Tinggi Ilmu Kesehatan Fitrah Aldar,54
Institut Teknologi Telkom Jakarta,54
Sekolah Tinggi Ilmu Ekonomi Syariah Saleh Budiman,54
Sekolah Tinggi Ekonomi Dan Bisnis Islam Al Rosyid,54
Balai Pengkajian Teknologi Pertanian Yogyakarta,54
Sekolah Tinggi Teologi Berea Salatiga,54
Sekolah Tinggi Ilmu-Ilmu Sosial (STIS) Tual,54
Sekolah Tinggi Teologi Providensia Adonay,54
Sekolah Tinggi Komputer Al Ma soem,54
AMIK Widya Loka Medan,53
Sekolah Tinggi Agama Islam Samarinda,53
Sekolah Tinggi Ilmu Dakwah dan Komunikasi Islam Bogor Jawa Barat,53
STAI Al-Fattah (STAIFA) Pacitan,53
Sekolah Tinggi Ilmu Ekonomi Cipasung,53
STT Gereja Kristen Sumba,53
Politeknik Nusantara Makassar,53
Sekolah Tinggi Teologi Hagiasmos Mission Jakarta,53
STIT Darul Hijrah Martapura,52
Sekolah Tinggi Agama Islam Alif Laam Miim Surabaya,52
STMIK PGRI Tangerang,52
"STAI DDI Maros, Sulawesi Selatan",52
Sekolah Tinggi Ilmu Komputer 22 Januari Kendari,52
Akademi Komunitas Semen Indonesia,52
Akademi Pariwisata Paramitha Jakarta,52
Sekolah Tinggi Teologi Pantekosta Jakarta,52
Institut Agama Islam Al Mawaddah Warrahmah Kolaka Sulawesi Tenggara,52
STT SOE Prov. Nusa Tenggara Timur,52
Sekolah Tinggi Ilmu Ekonomi Cendekia Karya Utama,52
--disable--Akademi Keperawatan YKY Yogyakarta,52
Disable -- STIKES Panca Atma Jaya,52
Sekolah Tinggi Ilmu Syariah As Salafiyah Sumber Duko Pakong,52
Akademi Keperawatan Kesdam I/Bukit Barisan Padang,51
Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Bandung,51
Akademi Kebidanan Medistra Lubuk Pakam,51
STAI Al-Washliyah Barabai,51
Sekolah Tinggi Agama Islam (STAI) Poso,51
Disable -- Sekolah Tinggi Ilmu Kesehatan Cendekia Utama Kudus,51
Sekolah Tinggi Teologi Pentakosta Mooat,51
Sekolah Tinggi Teologi Johanes Calvin Bali,51
--disable--Akademi Keperawatan Setih Setio,51
STIKES Cut Nyak Dhien Langsa,51
Disabled - Sekolah Tinggi Ilmu Kesehatan Borneo Lestari,51
Sekolah Tinggi Teknologi Mutu Muhammadiyah,51
Sekolah Tinggi Ilmu Kesehatan Muhammadiyah Manado,51
--disable--Sekolah Tinggi Ilmu Administrasi Setih Setio,51
Akademi Keperawatan Buntet Pesantren,51
STKIP PGRI Sukabumi,51
Disable -- STISIP Setia Budhi,51
Sekolah Tinggi Ilmu Al-Qur`an (STIQ) Isy Karima Karanganyar,51
Politeknik Mercusuar Indonesia,51
Sekolah Tinggi Ekonomi Islam Bina Muda Bandung,51
Akademi Kebidanan Wira Husada Nusantara,50
STKIP PGRI Sukabumi,51
Disable -- STISIP Setia Budhi,51
Sekolah Tinggi Ilmu Al-Qur`an (STIQ) Isy Karima Karanganyar,51
Politeknik Mercusuar Indonesia,51
Sekolah Tinggi Ekonomi Islam Bina Muda Bandung,51
Akademi Kebidanan Wira Husada Nusantara,50
Akademik Kebidanan Armina Centre Panyabungan,50
STIT At-Taqwa Gegerkalong Bandung,50
Akademi Manajemen Informatika & Komputer Jaya Nusa,50
Sekolah Tinggi Agama Islam Al Ittihad Cianjur Jawa Barat,50
Sekolah Tinggi Ilmu Tarbiyah Tunas Bangsa Banjarnegara Jawa Tengah,50
Sekolah Tinggi Ilmu Administrasi Darul Rachman Tual,50
Masyarakat Linguistik Indonesia,50
Masyarakat Penilitian Kayu Indonesia,50
Perhimpuanan Dokter Spesialis Patologi Klinik Indonesia,50
Perhimpunan Biologi Indonesia (PBI) Cabang Jawa Timur,50
Perhimpunan Nutrisi Indonesia,50
Perhimpunan Dokter Paru Indonesia (PDPI),50
Perhimpunan Dokter Spesialis Kardiovaskular Indonesia,50
Perhimpunan Dokter Spesialis Saraf Indonesia,50
Perhimpunan Dokter Spesialis Telinga Hidung dan Tenggorok Bedah Kepala Leher Indonesia,50
Perhimpunan Entomologi Indonesia (Entomological Society of Indonesia),50
Perkumpulan Obstetri dan Ginekologi Indonesia (POGI),50
Perusahaan Umum (Perum) BULOG,50
PTTI (Penggalang Taksonomi Tumbuhan Indonesia),50
SCAD Independent,50
Yayasan Jurnal Perempuan,50
Sekolah Tinggi Ilmu Pertanian Kendari,50
Sekolah Tinggi Ilmu Tarbiyah Hasyim Asy'ari Padangsidimpuan,50
"Pusat Pelatihan, Riset, dan Pembelajaran Bahasa Samarinda",50
Ikatan Pustakawan Indonesia (IPI) Pusat,50
Lembaga Layanan Pendidikan Tinggi Wilayah IX,50
Dummy Sinta,50
Sekolah Tinggi Ilmu Dakwah Raudlatul Iman,50
Asosiasi Institusi Pendidikan Kedokteran Indonesia,50
Asosiasi Perguruan Tinggi Ilmu Komunikasi,50
Asosiasi Pembina Hukum Lingkungan Indonesia,50
Asosiasi Sarjana Pendidikan Sejarah Indonesia,50
Dharmais Cancer Hospital,50
Institut Agama Islam Al-Ghuraba Rawamangun Jakarta Timur,50
Asosiasi Institusi Pendidikan Kedokteran Indonesia,50
Asosiasi Perguruan Tinggi Ilmu Komunikasi,50
Asosiasi Pembina Hukum Lingkungan Indonesia,50
Asosiasi Sarjana Pendidikan Sejarah Indonesia,50
Dharmais Cancer Hospital,50
Institut Agama Islam Al-Ghuraba Rawamangun Jakarta Timur,50
Cell and BioPharmaceutical Institute,50
Forum Ilmiah Kesehatan,50
Himpunan Polimer Indonesia,50
Ikatan Ahli Urologi Indonesia,50
Sekolah Tinggi Manajemen Informatika dan Komputer Pesat Nabire,50
"STIT Ibnu Khaldun Nunukan, Kalimantan Timur",50
Sekolah Tinggi Agama Islam Al-Hidayat,50
STIKES Namira Madina,50
Sekolah Tinggi Teologi Sunergeo Banten,50
"Badan Perencanaan Pembangunan, Riset dan Inovasi Daerah Kabupaten Pekalongan",50
Sekolah Tinggi Ilmu Ekonomi El Fatah Manado,49
STIT Tarbiyatun Nisa Sentul-Bogor,49
Sekolah Tinggi Agama Islam Al-Muntahy,49
Akademi Kebidanan Mega Buana,49
STIKES Namira Madina,50
Sekolah Tinggi Teologi Sunergeo Banten,50
"Badan Perencanaan Pembangunan, Riset dan Inovasi Daerah Kabupaten Pekalongan",50
STIT Tarbiyatun Nisa Sentul-Bogor,49
Sekolah Tinggi Agama Islam Al-Muntahy,49
Akademi Kebidanan Mega Buana,49
Institut Sains Al-Qur'an Syekh Ibrahim Pasir Pangaraian Rokan Hulu,49
STAI Muhammadiyah Garut,49
"STAI Ma`arif Sampang Madura, Jawa Timur",49
--disable--Sekolah Tinggi Agama Islam (STAI) Al-Ma`arif Way Kanan,49
Akademi Kebidanan Aifa Husada,49
Sekolah Tinggi Teologi Huperetes Batam,48
Sekolah Tinggi Ilmu Ekonomi Tri Dharma Widya,48
Sekolah Tinggi Ilmu Ekonomi Artha Bodhi Iswara,48
AKPER Putra Pertiwi Watansoppeng,48
Sekolah Tinggi Teologi Paulus Jakarta,48
STAI Miftahul Ulum Mukomuko,48
STIKES Pembina Palembang,48
Akademi Keuangan Dan Perbankan Effata Kupang,48
Sekolah Tinggi Ilmu Ekonomi Wijaya Mulya,47
Sekolah Tinggi Teologi Paulus Jakarta,48
STAI Miftahul Ulum Mukomuko,48
STIKES Pembina Palembang,48
Akademi Keuangan Dan Perbankan Effata Kupang,48
Sekolah Tinggi Ilmu Ekonomi Wijaya Mulya,47
"STAI DDI Pangkep, Sulawesi Selatan",47
STAI Nur El Ghazy Bekasi,47
Akademi Manajemen Informatika Dan Komputer Garut,47
Sekolah Tinggi Teologi El-Shadday Surakarta,47
Universitas Preston Indonesia,47
Sekolah Tinggi Agama Islam Al-Munawwaroh Tolitoli,47
Institut Kesehatan Indonesia,47
"Asosiasi Dosen Linguistik, Pendidikan Bahasa, dan Sastra di Indonesia",47
Sekolah Tinggi Agama Islam Al-Falah Banjarbaru,47
STIE YBPK Palangka Raya,47
Sekolah Tinggi Ekonomi dan Bisnis Islam (STEBIS) Pagaralam,46
Sekolah Tinggi Ilmu Ekonomi Syariah Serambi Mekkah Aceh Jaya,46
"STIT Muara Enim, Sumatera Selatan",46
Disable -- Sekolah Tinggi Ilmu Kesehatan Immanuel Bandung,46
"STAI DDI Pangkep, Sulawesi Selatan",46
STIE YBPK Palangka Raya,47
Sekolah Tinggi Ekonomi dan Bisnis Islam (STEBIS) Pagaralam,46
Sekolah Tinggi Ilmu Ekonomi Syariah Serambi Mekkah Aceh Jaya,46
"STIT Muara Enim, Sumatera Selatan",46
Disable -- Sekolah Tinggi Ilmu Kesehatan Immanuel Bandung,46
"--disable--STAI Tulang Bawang, Lampung",46
Universitas Teknologi Indonesia,46
Sekolah Tinggi Pariwisata Tamalatea Makassar,46
Sekolah Tinggi Ilmu Ekonomi Mulia Singkawang,46
STISIP Bina Generasi Polewali,46
"STAI Muhammadiyah Paciran, Lamongan",46
Akademi Komunikasi Radya Binatama,46
STKIP Riama,46
Akademi Keuangan Dan Perbankan Mulia Darma Pratama,46
Sekolah Tinggi Ilmu Pertanian,45
STIE Widya Dharma Malang,45
Institut Teknologi Bisnis dan Kesehatan Muhammadiyah Muna Barat,45
Sekolah Tinggi Ekonomi Islam Ar-Risalah Sumatera Barat,45
Sekolah Tinggi Teologi Sola Gratia Medan,45
Sekolah Tinggi Teologi Syalom Nias,45
Akademi Refraksi Optisi Leprindo Jakarta,45
Sekolah Tinggi Bahasa Asing Mentari Kupang,45
Sekolah Tinggi Ilmu Sosial Teminabuan,45
Sekolah Tinggi Ekonomi  Manajemen Bisnis Islam (STEMBI) Bandung,45
Sekolah Tinggi Ilmu Ekonomi Widya Darma,45
"STAI Yayasan Kebangkitan Islam (YKI) Sumatera Barat, Padang",44
Sekolah Tinggi Ekonomi dan Bisnis Islam Al-Muhsin Yogyakarta,44
Sekolah Tinggi Teologi Tiberias Jakarta,44
Sekolah Tinggi Teologi Sumatera Medan,44
Sekolah Tinggi Ilmu Syariah al-Syaikh Abdul Wahid Bau-Bau,44
"STAI Yayasan Kebangkitan Islam (YKI) Sumatera Barat, Padang",44
Akademi Sages,44
Sekolah Tinggi Ekonomi dan Bisnis Islam Al-Muhsin Yogyakarta,44
Sekolah Tinggi Teologi Tiberias Jakarta,44
Sekolah Tinggi Teologi Sumatera Medan,44
Sekolah Tinggi Ilmu Syariah al-Syaikh Abdul Wahid Bau-Bau,44
Akademi Teknik Wacana Manunggal Semarang,44
Sekolah Tinggi Teknologi Gempol,44
Akademi Pariwisata 45 Jayapura,44
Akademi Teknik Wacana Manunggal Semarang,44
Akademi Kesehatan Konawe,44
Sekolah Tinggi Alkitab Nusantara,44
Akademi Pariwisata Dan Perhotelan Ganesha,44
Politeknik Banggai Industri,44
Institut Teknologi dan Bisnis Riyadlul Ulum,44
Badan Penelitian dan Pengembangan Provinsi Kalimantan Barat,44
STISIP Trimasda Cilegon,44
Sekolah Tinggi Agama Islam Darul Ulum Banyuwangi,43
SEKOLAH TINGGI AGAMA ISLAM DARUD DA'WAH WAL-IRSYAD PAREPARE,43
Sekolah Tinggi Agama Hindu Bhatara Guru Kendari Sulawesi Tenggara,43
STT BISANRY MAKASSAR,43
Sekolah Tinggi Teologi Imanuel Ministry El Shadday,43
Badan Penelitian dan Pengembangan Daerah Provinsi Sulawesi Utara,43
Akademi Farmasi Santo Fransiskus Xaverius,43
RSUP Dr. Kariadi Semarang,43
Akademi Farmasi 17 Agustus 1945 Semarang,43
Sekolah Tinggi Ekonomi Manajemen Bisnis Islam Al-Aziziyah Randudongkal Pemalang,43
Akademi Akupunktur Surabaya,43
STIKES Sakinah Husada Tanjung Balai,42
Sekolah Tinggi Ilmu Ekonomi BII Bekasi,42
Akademi Keperawatan YPTK Solok,42
Sekolah Tinggi Teologi Imanuel Pacet,42
Akademi Teknik Informatika Tunas Bangsa,42
Sekolah Tinggi Agama Kristen Abdi Wacana Pontianak,42
Sekolah Tinggi Agama Kristen Wiyata Wacana Pati,42
STIE Dharma Negara,42
Sekolah Tinggi Ilmu Ekonomi Nasional Indonesia,42
STT LEVINUS RUMASEB SENTANI,42
Sekolah Tinggi Hukum Garut,42
STKIP Al Azhar Diniyyah Jambi,42
STT LEVINUS RUMASEB SENTANI,42
Sekolah Tinggi Hukum Garut,42
STKIP Al Azhar Diniyyah Jambi,42
Akademi Seni Dan Desain Indonesia Surakarta,42
Sekolah Tinggi Ilmu Tarbiyah Sibawaihi Mutawalli,42
AMIK Tomakaka,42
Akademi Teknologi Pringsewu,42
Akademi Kebidanan Al-Ikhlas Cisarua,42
"STAI Al-Ikhlas Sidikalang, Dairi, Sumatera Utara",42
Sekolah Tinggi Bahasa Asing Cakrawala Nusantara,42
Akademi Keperawatan HKBP Balige,41
Sekolah Tinggi Ilmu Komunikasi,41
Politeknik Kepribadian,41
Akademi Pariwisata Siliwangi,41
Sekolah Tinggi Ilmu Teknik Bina Putera,41
Sekolah Tinggi Teologi Apollos Jakarta,41
Sekolah Tinggi Teknik Iskandar Thani,41
Sekolah Tinggi Teologi Tabernakel Lawang,41
Sekolah Tinggi Teologi Filadelfia Langowan,41
STMIK Muara Dua,41
Sekolah Tinggi Ilmu Komunikasi,41
STAI Nurul Hidayah,41
Sekolah Tinggi Teologi Mawar Saron Lampung,40
Akademi Sages,40
Sekolah Tinggi Ilmu Pertanian Belitang,40
--Disable-- Akademi Teknik Telekomunikasi Sandhy Putra Jakarta,40
Sekolah Tinggi Ilmu Administrasi Maulana Yusuf,40
Asosiasi Dosen Perguruan Tinggi Islam,40
Pengurus Pusat Ikatan Apoteker Indonesia,40
Association of Certified Fraud Examiners Indonesia Chapter,40
Asosiasi Dosen Perguruan Tinggi Islam,40
Pengurus Pusat Ikatan Apoteker Indonesia,40
Association of Certified Fraud Examiners Indonesia Chapter,40
"STAI Umar Bin Khattab di Ujunggading, Pasaman Barat, Sumatera Barat",40
Yayasan Bina Darma,40
Lingkar Studi Bedah Plastik Foundation,40
Politeknik Darma Ganesha,40
Sekolah Tinggi Teologi Sunsugos Jakarta,40
Disable -- Sekolah Tinggi Ilmu Ekonomi Adi Unggul Bhirawa,40
Koordinatorat Perguruan Tinggi Keagamaan Islam Swasta Wilayah IV Surabaya,40
STIKES Kharisma Persada,40
Sekolah Tinggi Teologi Injili dan Kejuruan Kupang,40
Sekolah Tinggi Teknologi Mitra Karya,40
Asosiasi Prakarsa Indonesia Cerdas,40
Masyarakat Pernaskahan Nusantara,40
Research and Social Study Institute,40
Sekolah Tinggi Teknologi Pratama Adi,40
"STAI Al-Jami Banjarmasin, Kalimantan Selatan",40
Sekolah Tinggi Teknik Raden Wijaya,40
Perkumpulan Dosen Pendidikan Guru Madrasah Ibtidaiyah se Indonesia,40
STT SULBAR DI MAMUJU,40
Sekolah Tinggi Teologi Parakletos Tomohon,40
Sekolah Tinggi Teologi Arastamar Mamasa,40
STT Gereja Kristen Sulawesi Tengah,40
Sekolah Tinggi Ilmu Tarbiyah Miftahul Midad Lumajang,40
Sekolah Tinggi Ilmu Pendidikan Bunga Bangsa,40
STT Advent Papua,40
Disabled -- Sekolah Tinggi Ilmu Kesehatan Hang Tuah Pekanbaru,40
Sekolah Tinggi Ilmu Sosial dan Ilmu Politik Yaleka Maro Merauke,40
Pemerintah Kabupaten Sragen,40
Sekolah Tinggi Ilmu Pendidikan Bunga Bangsa,40
STT Advent Papua,40
Disabled -- Sekolah Tinggi Ilmu Kesehatan Hang Tuah Pekanbaru,40
Sekolah Tinggi Ilmu Sosial dan Ilmu Politik Yaleka Maro Merauke,40
Pemerintah Kabupaten Sragen,40
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Siliwangi,40
Disable -- Sekolah Tinggi Desain Bali,40
Asosiasi Pendidikan Tinggi Ilmu Komunikasi (ASPIKOM) Wilayah Riau,40
Balai Pelestarian Nilai Budaya Kalimantan Barat,40
Sekolah Tinggi Teologi Pantekosta Sumut - Aceh,40
Forum Dosen Ekonomi dan Bisnis Islam,40
Institut Teknologi dan Bisnis Carnegie,40
Sekolah Tinggi Agama Islam Majma'al Bahroin,40
Akademi Keuangan Perbankan Tahuna,40
Masyarakat Akuakultur Indonesia,40
Asosiasi Institusi Pendidikan Ners Indonesia,40
Yayasan Visi Intan Permata,40
Asosiasi Pusat Studi Wanita/Gender & Anak Indonesia,40
Sekolah Tinggi Ekonomi dan Bisnis Islam Al-Anwar Bangkalan,40
Sekolah Tinggi Ilmu Ekonomi YP-Karya,40
Indonesian Association of Neurological Surgeons,40
Forum Dosen Indonesia,40
Reformed Center for Religion and Society,40
Asosiasi Perguruan Tinggi Rekam Medis dan Informasi Kesehatan Indonesia,40
Himpunan Ahli Geofisika Indonesia,40
Sekolah Tinggi Ilmu Perikanan Malang,40
Sekolah Tinggi Manajemen Informatika dan Komputer MBC Palembang,40
"STAI Kuala Kapuas, Kalimantan Tengah",40
Sekolah Tinggi Ilmu Tarbiyah Islamiyah Nusa Tenggara Barat,40
Sekolah Tinggi Teologi Anderson Manado,39
"STIT YPI Al-Yaqin Muaro Sijunjung, Sawahlunto",39
Akademi Kebidanan Aisyah Kabupaten Pangkep,39
Akademi Kebidanan Keris Husada,39
--disable--Akademi Sekretari Manajemen Taruna Bakti,39
--disable--Institut Teknologi dan Bisnis Lembah Dempo,39
STIT Muhammadiyah Lumajang,39
Pusat Pengembangan Standarisasi Kebijakan Agraria,39
Sekolah Tinggi Ilmu Shuffah Al-Qur'an Abdullah Bin Mas'ud Online Lampung Selatan,39
BADAN PENGAWAS TENAGA NUKLIR,39
Akademi Kebidanan Banua Bina Husada,39
Universitas Syeikh Nawawi Banten,38
Sekolah Tinggi Ilmu Administrasi Karya Dharma Merauke,38
Sekolah Tinggi Ilmu Ekonomi Widya Praja Tanah Grogot,38
Akademi Refraksi Optisi YLPTK,38
Akademi Ilmu Gizi YPAG Makassar,37
Sekolah Tinggi Kesehatan Pondok Pesantren Assanadiyah Palembang,37
Akademi Keperawatan Sri Bunga Tanjung,37
--disable--Sekolah Tinggi Ilmu Al-Qur`an (STIQ) Isy Karima Karanganyar,37
Disable -- Akademi Minyak Dan Gas Balongan,37
Akademi Pariwisata Jakarta,37
Sekolah Tinggi Ilmu Hukum Jenderal Sudirman,37
Sekolah Tinggi Ilmu Ekonomi El Hakim,37
Akademi Pariwisata Dharma Nusantara Sakti,36
Syntax Corporation,36
Akademi Keperawatan Harum,36
--disable--STAI Nahdlatul Ulama (STAINU) Tasikmalaya,36
Sekolah Tinggi Ilmu Al Quran Al Multazam,36
"STAI Lan Taboer Pondok Gede, Jakarta Timur",36
Sekolah Tinggi Teologi Yestoya,36
Sekolah Tinggi Ilmu Hukum Muhammadiyah Kisaran,36
--disable--STAI Nahdlatul Ulama (STAINU) Tasikmalaya,36
Sekolah Tinggi Ilmu Al Quran Al Multazam,36
"STAI Lan Taboer Pondok Gede, Jakarta Timur",36
Sekolah Tinggi Teologi Yestoya,36
Sekolah Tinggi Ilmu Hukum Muhammadiyah Kisaran,36
Sekolah Tinggi Ilmu Ekonomi LMII,36
AKPER Mappa Oudang Makassar,36
STIT Maskumambang Gresik,35
Akademi Seni Rupa Dan Desain MSD,35
Sekolah Tinggi Ilmu Al-Qur'an Al-Lathifiyyah Palembang Sumatera Selatan,35
Sekolah Tinggi Ilmu Hukum Soelthan M Tsjafioeddin,35
Sekolah Tinggi Pastoral Reinha  Larantuka,35
Akademi Kebidanan Hampar Baiduri,35
Akademi Farmasi Cendikia Farma Husada,35
Sekolah Tinggi Ilmu Ekonomi Tenggarong,35
AMIK Purnama Niaga,35
"STAI Darunnajah Jakarta Yayasan Darunnajah, Jakarta Selatan",34
Institut Agama Islam Jami`at Khair Jakarta Pusat,34
Sekolah Tinggi Ilmu Ekonomi Paripurna,34
STISIP Guna Nusantara,34
Akademi Kebidanan Bakti Indonesia Balikpapan,34
--disable-Akademi Keperawatan Alkautsar Temanggung,34
Akademi Manajemen Informatika Dan Komputer Serang,34
STIH Indonesia Jentera,34
Institut Teknologi Amanna Gappa,34
Akademi Manajemen Administrasi Dharmala,34
Akademi Kebidanan Prestasi Agung,34
Sekolah Tinggi Ilmu Perbankan Syariah Al-Ma soem Bandung,34
STIE Unisadhuguna,34
STEI Ar - Rachman,33
Akademi Kebidanan Alifa Pringsewu Lampung,33
--disable--STAI Badrus Sholeh Purwoasri Kediri,33
STIT YAPIMA Muara Bungo,33
STES Tunas Palapa Tulang Bawang Barat,33
ATRO Yayasan Amal Bhakti Medan,33
--disable--STAI Muhammadiyah Probolinggo,33
Sekolah Tinggi Ilmu Administrasi Madani,33
Akademi Kebidanan Munawarrah Bireuen,33
Akademi Manajemen Putra Jaya,33
Badan Pengembangan Sumber Daya Manusia,32
STIA Bina Nusantara Mandiri Pariaman,32
Sekolah Tinggi Teologi Injili Indonesia Batam,32
Universitas Merdeka Ponorogo,32
Akademi Kebidanan Kharisma Husada Binjai,32
Akademi Pariwisata Indraprasta,32
Sekolah Tinggi Ilmu Ekonomi Pemnas Indonesia,32
STAI As-Salamiyah Cikande Serang,32
STAI Hasanuddin Pare Kediri,32
Akademi Kebidanan Yaleka Maro Merauke,32
Sekolah Tinggi Islam Sunniyyah Selo Grobogan,32
Akademi Perekam dan Informatika Kesehatan Sihat Beurata Banda Aceh,31
STIT Raden Santri Gresik,31
Akademi Keperawatan Patria Husada Surakarta,31
Akademi Administrasi Rumah Sakit Mataram,31
Akademi Keuangan & Perbankan Grha Arta Katulistiwa,31
Sekolah Tinggi Ilmu Kesehatan Har-Kausyar,31
Politeknik Cahaya Surya,31
Akademi Kebidanan Farama Mulya,31
Sekolah Tinggi Ilmu Hukum Habaring Hurung Sampit,31
Akademi Keperawatan Andakara,31
Sekolah Tinggi Ilmu Kesehatan Har-Kausyar,31
Politeknik Cahaya Surya,31
Akademi Kebidanan Farama Mulya,31
Sekolah Tinggi Ilmu Hukum Habaring Hurung Sampit,31
